"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"OAS3",15821.8414636293,-0.874720551218043,0.519038996736725,-1.68526942429671,0.0919366020220892,0.615137714093444
"SIRT5",581.706099354038,-0.469416524114031,0.278642316475919,-1.68465626488789,0.0920549091156298,0.615599055083582
"SHARPIN",907.792874734016,0.824907200702442,0.489848385011976,1.68400514514766,0.0921806743910251,0.615954317177855
"USP17L13",70.2512421940044,1.30029571826554,0.77212584808383,1.68404635266706,0.0921727109751695,0.615954317177855
"ZNF846",590.983219117832,-1.05689789873992,0.628012518309143,-1.68292489070999,0.0923896324142646,0.616029282063659
"DLL3",199.899633984152,5.15763635603438,3.06555929679147,1.68244547134761,0.0924824902490757,0.616029282063659
"IMPDH1",3288.82203844143,0.648689274228225,0.3854465867513,1.6829550358602,0.0923837961597421,0.616029282063659
"COMTD1",188.65544916333,-0.692373516029165,0.411368283759023,-1.68309892464815,0.0923559426373374,0.616029282063659
"ZNF467",85.8110529736655,1.19365520971168,0.70907455805676,1.68339872887688,0.092297929178151,0.616029282063659
"PTP4A3",528.669170502464,0.934518586942196,0.555364877533918,1.68271099730307,0.0924310517710573,0.616029282063659
"C6orf163",83.6979509093009,1.12953305693852,0.67134476017806,1.68249329396558,0.0924732242124237,0.616029282063659
"LOC101927572",274.452406496099,-0.92240379581789,0.54790424150173,-1.68351278553659,0.092275866391108,0.616029282063659
"PCDHGA7",208.195066645658,1.54029372089208,0.916750170591743,1.68016736762411,0.0929247565006977,0.616794890604827
"ACBD5",4745.40458614216,-0.812240541717452,0.483415681770919,-1.68021140468992,0.0929161911751084,0.616794890604827
"IFIH1",3382.5414911278,-0.707507608066836,0.420970509511856,-1.6806583646138,0.0928292921427919,0.616794890604827
"REEP5",1299.32600721469,0.427247949544221,0.25427865296816,1.68023522445559,0.0929115584318916,0.616794890604827
"HECTD1",24525.0397029248,-0.460634333613621,0.274090255522636,-1.68059361590686,0.0928418767009396,0.616794890604827
"DOLPP1",527.956518856861,-0.572470517637455,0.340661074190307,-1.68046941963686,0.0928660193197541,0.616794890604827
"UACA",2428.34801603047,0.760209893960095,0.452381078083449,1.68046350917414,0.0928671683852515,0.616794890604827
"LIFR",883.313826421703,-1.01222201753925,0.601956555683628,-1.68155327486996,0.0926554976091205,0.616794890604827
"DIP2C",2853.58946043904,0.385529496934079,0.229297346685419,1.68135175791197,0.092694610062015,0.616794890604827
"RAB2B",910.733104117324,-0.645354656402926,0.3841780463078,-1.67983220958408,0.0929899663938507,0.616986244160138
"NLE1",498.863861463694,0.840848531702909,0.500750305156399,1.67917727267343,0.0931174999484795,0.617590802356771
"GSTO2",768.168972924479,0.826487219947591,0.492355382480084,1.67863955459251,0.0932223127952694,0.618044254376456
"STS",3276.26898214356,-1.01680725774834,0.606110596976993,-1.67759359895656,0.0934264632689852,0.618162999766761
"MAP1B",1669.27427667325,0.795381560396326,0.474129118714742,1.67756319745227,0.0934324024194088,0.618162999766761
"GPR116",853.601563523803,0.956065686366789,0.569722045360121,1.67812654285207,0.0933223980699003,0.618162999766761
"PRF1",415.370688679493,-1.18459262709253,0.706353094005395,-1.67705448895999,0.0935318271950887,0.618162999766761
"C14orf37",166.453638414541,1.68263462164736,1.00318734061246,1.67728853179117,0.0934860740446363,0.618162999766761
"MUC22",1052.97007740011,-3.07323579217384,1.83210266904926,-1.6774364472536,0.0934571672377671,0.618162999766761
"GRIK1-AS2",16.8416772596055,3.06023176142649,1.82468114329023,1.67713234319303,0.093516605438548,0.618162999766761
"PABPC3",387.739360013503,0.862510153715858,0.514200676620062,1.67738043322949,0.0934681130966423,0.618162999766761
"RTN4IP1",212.821122364089,0.708603132303717,0.422595285803153,1.67678901329199,0.0935837469090676,0.618265198220054
"CAV1",1649.54594039772,1.11829350758517,0.66700855392963,1.6765804591213,0.0936245505622963,0.618293906926005
"KRT6C",299963.493200529,-1.33700087923278,0.798026604706905,-1.67538384227657,0.0938589447424172,0.618537616583066
"CBX3",3878.55438016815,0.594492124835614,0.354862411691145,1.67527499461687,0.0938802892319602,0.618537616583066
"PML",6923.07051464814,-0.720465680491545,0.430020870953456,-1.67542026249588,0.0938518037859623,0.618537616583066
"FZD8",244.283265298548,1.6392623724264,0.978297220846593,1.67562816033334,0.0938110493475401,0.618537616583066
"DLC1",1007.53525683023,0.933529290530752,0.557217154799287,1.67534197841955,0.0938671535778052,0.618537616583066
"FKBPL",903.567745687524,-0.684635247946684,0.408481717932182,-1.67604868930842,0.0937286559892066,0.618537616583066
"LSAMP",161.980339559991,1.95757650573802,1.16873362180767,1.67495524147774,0.0939430137609802,0.618710512766005
"FAM171B",121.059202859553,1.52605113081398,0.911292446977618,1.67460087689222,0.094012567116876,0.618928232040023
"TPI1",58000.533432423,0.671060254182566,0.400899804575681,1.67388521152518,0.0941531611434948,0.619018606265697
"HCLS1",2814.42245811453,-1.23626958343958,0.738811044979822,-1.67332309369217,0.0942637085819848,0.619018606265697
"ITM2B",20660.8717666261,-0.735683407898639,0.439409627679872,-1.67425418460475,0.0940806545380806,0.619018606265697
"IGDCC4",88.5816730361231,2.23720074718397,1.33705420817237,1.67323114763015,0.0942818008128012,0.619018606265697
"ADRBK2",786.765870771172,0.781246710210838,0.466867728221806,1.67337912428951,0.0942526848036883,0.619018606265697
"MIR92A1",15.2799832891995,2.33094569177146,1.39239529556075,1.67405455850289,0.0941198773434236,0.619018606265697
"ATXN10",8736.69609383654,0.484065441907382,0.289220960795511,1.6736872755555,0.0941920758426169,0.619018606265697
"UBN1",3635.51321675972,-0.391062441645743,0.233744175474585,-1.67303609106728,0.094320191318387,0.619031007959956
"NMNAT3",106.881066683101,-0.840596705461429,0.502699127616099,-1.67216662867053,0.0944914690045899,0.619682981053978
"DNMBP-AS1",362.700540980436,-0.677914178939631,0.405412065828967,-1.67216083604583,0.0944926109443709,0.619682981053978
"ENPEP",161.381484972197,1.15591514500278,0.691444079108924,1.67174060770384,0.0945754829475666,0.619986708661686
"EPHA10",72.4438125884004,3.10928550750191,1.86040265945956,1.67129706662812,0.0946630155624305,0.620081143655179
"RNF138P1",193.727048984691,-0.917121690507937,0.548714327562946,-1.67140102679883,0.0946424932504811,0.620081143655179
"WNT5A",499.415592883598,1.32893960674847,0.79527640465443,1.67104116125,0.094713547891344,0.62017260953255
"GOT2",2038.30258174155,-0.593614687819979,0.355304332723761,-1.67072178171691,0.0947766444584221,0.620346242134458
"USP18",2341.50998646725,-0.820720601102021,0.491426727146962,-1.67007725824522,0.0949040789753986,0.620784092280355
"DDX3X",28324.8971897277,-0.41060152199892,0.245990580602154,-1.66917579117794,0.0950825463577919,0.620784092280355
"NUTM2B",6023.1667239054,0.845037951969067,0.506211804495313,1.66933671728884,0.0950506674131496,0.620784092280355
"ZNF641",832.328383967424,-0.707096706581703,0.423586905202789,-1.66930728475467,0.0950564972635676,0.620784092280355
"HIST3H3",47.4799031324861,-1.78636654622677,1.07026450673167,-1.66908884204886,0.09509977426407,0.620784092280355
"CD47",4572.94265568788,-0.554736972704505,0.332269190332122,-1.66954080861368,0.095010249894404,0.620784092280355
"SELM",122.002414761194,1.29415827182565,0.775235294059635,1.66937481012842,0.0950431225976295,0.620784092280355
"C6orf132",8897.66727242327,-0.870276991106497,0.521525619775707,-1.66871378529933,0.0951741158283617,0.621030331024696
"CD59",12123.967374486,0.863924663738817,0.517812486368125,1.66841218874091,0.095233930301552,0.621181624609239
"UVSSA",745.345879316149,0.691247269681499,0.414491822455203,1.66769820834332,0.0953756512709393,0.621200937176415
"COL6A2",18847.3037219557,1.22364598426664,0.733781552257555,1.66758891730375,0.0953973598066433,0.621200937176415
"GNG3",18.2066156626916,-2.80453932619115,1.68126853263867,-1.66810909247766,0.0952940725357748,0.621200937176415
"C1RL",419.184676942229,0.507684111341916,0.304365885235575,1.66800596245856,0.0953145431663531,0.621200937176415
"ACPP",1368.65865312745,-1.97719324029031,1.18574102995118,-1.66747476080146,0.0954200389966721,0.621200937176415
"COL9A2",948.695082852423,-1.59568920449216,0.9571277437584,-1.66716429953884,0.0954817394070576,0.62136409002467
"ANAPC7",4242.46021293603,-0.423705055001155,0.254289707183541,-1.66622967045746,0.095667678476859,0.621619984401935
"ACAA2",326.719918373543,1.19347190945439,0.716222552945778,1.66634226267481,0.0956452635574388,0.621619984401935
"GPAA1",1890.29841124366,0.753767344070305,0.452305836816688,1.6664992638063,0.0956140147072538,0.621619984401935
"CTR9",3834.49522539824,-0.681455653420583,0.408896119222399,-1.66657403038335,0.0955991363532712,0.621619984401935
"ZC2HC1C",86.0820560785254,1.00304611808026,0.602203817612074,1.66562563827252,0.0957880013431791,0.621971039295848
"C4A",35358.6919803253,3.04703451029781,1.82940223428215,1.66559024210084,0.0957950559962707,0.621971039295848
"AARSD1",1158.41973503025,0.871808668617622,0.523712010415843,1.66467190226434,0.0959782316374223,0.6225828859047
"SCARB2",3455.10806444922,0.337906610739394,0.20295702420278,1.66491705358166,0.0959293053921044,0.6225828859047
"SNORA21",2002.30494385496,0.989591740851197,0.594570118903516,1.66438189439483,0.0960361359470897,0.6225828859047
"OR10AD1",120.27798451676,-1.15209877193285,0.692196037688663,-1.6644111049521,0.0960303023664465,0.6225828859047
"ZNF615",981.931538218912,-0.934384053023429,0.561570969477826,-1.66387527811892,0.0961373563711505,0.622762959013881
"WFS1",1349.7903596825,0.7182975874262,0.431687594751524,1.66392918434371,0.0961265820105954,0.622762959013881
"C1S",13163.0720956711,0.864456659726456,0.519619423542519,1.66363423028531,0.096185546977067,0.622837224583459
"PMP22",1065.07083070678,0.990343048283519,0.595425522604398,1.66325259950522,0.0962618826418741,0.62309361363494
"ATF6B",4470.26060041024,-0.426750595552855,0.256683298434518,-1.66255692581308,0.0964011594356736,0.623229931131795
"UBE3D",329.255287189228,0.67196943112168,0.404302408826364,1.66204656824162,0.0965034376526973,0.623229931131795
"PPP6R1",3610.17781730925,0.416966631071263,0.250746699620479,1.66289977775328,0.0963324989018542,0.623229931131795
"SLCO1B3",579.101657343246,3.54262458153016,2.13146163536878,1.66206349799827,0.0965000434530011,0.623229931131795
"F11R",10320.5186095989,-0.459546347776414,0.276473792128037,-1.66216965535596,0.0964787624373621,0.623229931131795
"CLDN22",554.070006587245,0.961579036207702,0.578522655800863,1.6621285727809,0.0964869976803999,0.623229931131795
"SAP30",287.433340342008,-0.818074467457704,0.49245262561587,-1.66122470447712,0.096668325717346,0.62383328074272
"MIPEP",827.942944653166,0.644666019501868,0.388069169523029,1.6612142116165,0.0966704323245396,0.62383328074272
"RAB6B",44.7364487897563,3.50240004432885,2.10904996608588,1.66065294831722,0.096783168304738,0.624323222244219
"ANKRD9",241.376693208149,0.739768651490095,0.445694540605385,1.65981088860831,0.0969525025615699,0.625177753209758
"CTSK",2743.79589109716,0.934316263121634,0.563073702201526,1.65931433037737,0.0970524690883162,0.625346817351351
"CLN6",3089.24467344751,0.891204295984871,0.537081901409534,1.65934523886574,0.0970462442228449,0.625346817351351
"LOC102724814",823.410735625756,-0.574505066625072,0.34631011937648,-1.65893236865111,0.0971294212478583,0.625604958200695
"AMPD2",1511.59278108217,0.613140214837435,0.369691409504189,1.65851896764317,0.0972127623061305,0.625801058153196
"TMEM218",137.777907593073,-0.769504637169091,0.463999960133548,-1.65841530880221,0.0972336687442463,0.625801058153196
"ACADM",5641.13144917998,-0.707659591444105,0.42677508577581,-1.6581558179707,0.097286019926359,0.625900459761427
"GPRASP1",1176.54638891404,-1.01985705507629,0.615193579523791,-1.65778234529973,0.0973614060145696,0.626044662098485
"GRAMD1A",2007.48373148944,0.974948932328797,0.588140949969375,1.6576790519,0.0973822642028306,0.626044662098485
"ZNF483",254.297332985713,1.08024130637073,0.652035998604544,1.65672034777621,0.0975760272087237,0.626772883791709
"ELTD1",271.024070961918,1.33362733723646,0.805230884013357,1.65620490186556,0.0976803309075704,0.626772883791709
"SGOL2",835.223613894192,-0.792989244613454,0.478771432241135,-1.65630025354993,0.0976610291849961,0.626772883791709
"RPL10",64828.7958297967,0.671092005335564,0.405028497653409,1.65690071000839,0.0975395508145973,0.626772883791709
"PGD",8930.23449460922,-0.766507326260046,0.462708231285115,-1.65656730188518,0.0976069877052319,0.626772883791709
"KCTD17",139.659662124875,0.843219721708231,0.509237412332196,1.65584794299867,0.0977526159667204,0.626999475862183
"SPACA4",90.0291880278654,-1.85630070028793,1.12178038225943,-1.6547808551876,0.0979689588117956,0.627912158915057
"L1CAM",580.19143688441,4.10205570879914,2.47880317689269,1.65485333689998,0.0979542516712969,0.627912158915057
"TTF2",3429.70943462204,-0.645476828411709,0.390171648227648,-1.65434067632485,0.0980583126455788,0.628010167732768
"SF3B5",605.582932468434,0.725874458663572,0.438754732058815,1.65439687740227,0.0980469005187088,0.628010167732768
"SLC51A",220.514536805529,-1.96618338768191,1.18863684430228,-1.65414979108783,0.0980970815075352,0.628021293048807
"ZKSCAN5",854.396094460482,-0.523798455918865,0.316717154427143,-1.65383670760202,0.0981606953886354,0.628130422506712
"PGM3",1657.95551217778,0.731138090238151,0.442170910856422,1.65351919876873,0.0982252420831299,0.628130422506712
"NFIC",3761.36003937975,-0.660104236330271,0.399187790681348,-1.65361830131022,0.098205091788114,0.628130422506712
"RPS24",51402.1586324173,0.728715780758147,0.441201135643844,1.65166342941238,0.0986031817254496,0.628604781246251
"NSUN5",940.678038636009,0.671138179525866,0.406234013299636,1.65209745504702,0.0985146856893157,0.628604781246251
"CMTM2",36.8779353275276,-1.84089123118889,1.11466671782019,-1.65151717707054,0.0986330162684282,0.628604781246251
"TMEM158",13.2483265532196,2.56240386957486,1.55116322617124,1.65192406984768,0.0985500306057383,0.628604781246251
"MZF1",622.794856485911,-0.681824865953531,0.41284326542836,-1.65153442734758,0.0986294969472878,0.628604781246251
"SLC11A1",434.9230475943,1.09445885507962,0.662260083059307,1.6526118409912,0.0984098866533677,0.628604781246251
"MOB1B",352.900403463484,0.662385814722529,0.40078611797112,1.65271646152739,0.0983885825625209,0.628604781246251
"TP73",948.801337328175,-1.00774899672755,0.610040901955997,-1.65193676931557,0.0985474414504319,0.628604781246251
"C18orf25",2224.85743887333,-0.46619694514723,0.282138547896231,-1.65236884014408,0.0984593836215181,0.628604781246251
"BCL7B",1039.72961431551,0.628550968891884,0.380701466497977,1.65103374745005,0.0987316841106265,0.628997231717549
"B3GNT5",1212.81478970357,-0.912284165768884,0.552713680102882,-1.65055470600813,0.098829534041324,0.629147923350906
"C1QC",736.129839008134,1.4110094449765,0.85482514591522,1.65064101321656,0.0988118990490954,0.629147923350906
"NUPL1",2805.19929609985,0.586544211512406,0.355410235107086,1.6503301075043,0.0988754376145804,0.629203957413009
"HOXA6",272.462528370148,-0.778308147482326,0.472398840363255,-1.64756574525847,0.0994418145372023,0.629643641639418
"NIPAL2",2194.78878594765,-0.743943426545873,0.451410669833205,-1.64804129867103,0.0993441967575955,0.629643641639418
"SNORD15A",3522.27429558533,1.23577807098534,0.750133187253457,1.6474115423556,0.0994734844947359,0.629643641639418
"SPTBN4",27.5632712044037,-3.81669778358649,2.31494878182905,-1.64871802501432,0.0992054156540962,0.629643641639418
"C1orf110",522.022641488848,-4.19988474456262,2.54754638030351,-1.64859991442521,0.0992296262850068,0.629643641639418
"MEST",2325.66478065098,0.998141364136951,0.605697774826227,1.64791981351313,0.0993691269792831,0.629643641639418
"SNORA17",63.1473056424145,1.23205421119825,0.747104829378532,1.64910486821925,0.0991261524799355,0.629643641639418
"RAB7A",10896.5962331309,-0.55006798988582,0.333966086100222,-1.64707739132753,0.0995421395356814,0.629643641639418
"SMTN",1542.59662532643,0.824808123904814,0.499947709156502,1.649788785504,0.0989861432644767,0.629643641639418
"SIMC1",1008.19171162773,0.820776296142617,0.498214447569485,1.64743575812933,0.0994685105634364,0.629643641639418
"EPB41",4544.37457205799,-0.645092674127753,0.391449984982007,-1.64795682431155,0.0993615313877658,0.629643641639418
"ENPP5",92.200799777362,3.55487397152294,2.15832437344212,1.64705269294327,0.0995472155930303,0.629643641639418
"GHSR",93.8667386138558,1.41051938151049,0.855680303797746,1.64841866202858,0.0992667890652543,0.629643641639418
"ZNF358",1052.91467288138,0.842910897349151,0.511072639467195,1.64929763844902,0.0990866732297019,0.629643641639418
"PDIK1L",894.85602879773,-0.663952761355944,0.403092839118609,-1.64714600936033,0.0995280381151395,0.629643641639418
"RPL27",8967.85353780294,0.641967957197324,0.389800503507571,1.64691413022984,0.0995756970857315,0.629643641639418
"ELFN2",55.5712797310928,3.61772231996528,2.19485034110254,1.64827744845145,0.0992957502497839,0.629643641639418
"CNTN1",696.390791545609,2.21900570715184,1.34840689094355,1.64564993108207,0.0998358528681984,0.631018933231704
"SDHAP2",17202.2019807267,-0.621321141675802,0.377589020412862,-1.64549578532882,0.0998676111087856,0.631018933231704
"ZG16B",55.9272254063588,-3.12350153855829,1.89875419015033,-1.64502680481826,0.0999642834670064,0.631159450229696
"WDR37",1335.01598855477,-0.38010290283646,0.231048369363272,-1.64512263767088,0.0999445230897493,0.631159450229696
"GCOM1",490.919031810776,-1.5417563031356,0.93732809807844,-1.6448416582158,0.100002468830738,0.63116556341663
"MAPKAPK3",1398.65343708561,0.455660610928486,0.2771979808339,1.64380927147345,0.100215605634777,0.631352278846024
"DST",69705.1631809415,-0.939922786730836,0.571672527889302,-1.64416294447656,0.100142548904909,0.631352278846024
"LOC100131496",102.686817210999,-1.03482444693859,0.62927906519821,-1.64446031048664,0.100081156137919,0.631352278846024
"DAPP1",992.887206045546,-0.797162029384447,0.484951700695314,-1.64379674974125,0.100218192974438,0.631352278846024
"HEYL",115.693942315645,1.10759486865687,0.673753317688773,1.64391749855324,0.10019324511611,0.631352278846024
"LGALS7",1291.83319776109,-1.93424219894914,1.17694359538114,-1.64344511201725,0.100290872900508,0.631575534169966
"RPL18A",7692.71164741973,0.712677301238982,0.434083190006021,1.64179889396108,0.100631688363187,0.632467517803954
"CTSW",138.589761513148,-1.3085235669219,0.79718861100864,-1.64142280616164,0.100709678954178,0.632467517803954
"PPIAL4B",68.7824529953977,1.64718807784927,1.00309905649248,1.64209911991041,0.100569464054479,0.632467517803954
"ARL14EP",953.449539609548,0.308674185159976,0.187950029304266,1.64232049498792,0.100523601885535,0.632467517803954
"ZNF568",190.30971851714,1.16509789677326,0.709853908788442,1.64132067506934,0.100730866536263,0.632467517803954
"ZNF552",1962.0681020326,-0.709712330649703,0.432271720548091,-1.64181994082295,0.100627325227316,0.632467517803954
"SUSD1",1110.6910573196,0.569335244860729,0.34681244367187,1.64162288651729,0.100668181624223,0.632467517803954
"MAP3K6",3492.39441989576,-0.573342472932966,0.349198762710366,-1.64188002409536,0.100614870447893,0.632467517803954
"MAP9",126.518936012504,2.95229824508869,1.79946588651414,1.64065252207019,0.100869565708386,0.6328503177621
"STARD13",970.319184814997,0.647796904563146,0.394948471574085,1.64020613114749,0.100962314952337,0.6328503177621
"TRIP12",18006.205112384,-0.405331068583365,0.247090634318971,-1.64041453736413,0.100919004725452,0.6328503177621
"METTL4",741.674445800527,-0.457898479370646,0.279084579179438,-1.64071580277547,0.100856423003329,0.6328503177621
"ZNF683",169.218393257958,-2.02831583178732,1.23668091863671,-1.64012867120429,0.100978416172194,0.6328503177621
"KRT16",122393.589699757,-1.30736141187307,0.797436241945707,-1.63945572461463,0.101118384395154,0.633259483366844
"MROH7-TTC4",557.590729682831,-1.01344942018789,0.618111338577728,-1.63959040537879,0.101090359366918,0.633259483366844
"GCN1L1",14119.1569239606,0.390842176487514,0.23846512515582,1.63899092679538,0.101215149323727,0.633534953987498
"CARD17",75.855678320986,-3.43180309149075,2.09398573596917,-1.63888561060441,0.101237085046649,0.633534953987498
"HERC4",4269.00650721377,0.483786212899227,0.295263628641517,1.63848901784851,0.101319723123398,0.633584507540453
"HGF",276.147610842004,1.64043141313321,1.00109086573391,1.63864387268242,0.101287449613268,0.633584507540453
"PARP8",4426.97625695747,-0.636808357961592,0.388765984275452,-1.63802488828445,0.101416502070931,0.633955937567606
"TDG",1034.28480426814,0.446782743606213,0.272909846621933,1.63710745191671,0.101608019812417,0.634361330025317
"GOLGA8H",1215.65185670157,0.819116564027688,0.500486817065316,1.63663963984248,0.101705787861244,0.634361330025317
"GAL3ST2",74.6026668018149,-3.27606150033919,2.00108130265427,-1.63714562521461,0.101600045278061,0.634361330025317
"PIBF1",2380.78342662112,-0.579723533126381,0.354187962083628,-1.63676803049987,0.10167894804265,0.634361330025317
"CCT7",5591.60831177291,0.549351447126541,0.335629980214055,1.6367770446972,0.101677063854019,0.634361330025317
"RPL23",10290.9133167368,0.858502924961275,0.524493856925333,1.6368216970051,0.10166773083493,0.634361330025317
"FAM58A",917.591258742255,0.852604895677233,0.521213008105819,1.63580893496068,0.101879581451439,0.635211699204024
"ZNF532",10868.3523885889,-0.692445089768667,0.423375876512456,-1.63553269844437,0.101937425847818,0.635260727744471
"RAPH1",4697.4228045799,-0.597989598056265,0.365690341429312,-1.63523487035234,0.101999820841335,0.635260727744471
"NPAP1",14.8399877782146,-3.97028338780144,2.42786923163687,-1.63529540061953,0.101987137288016,0.635260727744471
"DCN",4945.23867408666,1.23110939643476,0.752991132056587,1.63495869210615,0.102057707352376,0.63538790711782
"ILK",5141.8643509412,0.544089218645032,0.332842797690622,1.63467325241859,0.102117562520301,0.635527245057534
"UBE2V2",343.547756318977,0.41444905094239,0.253568550638145,1.63446551198626,0.102161142135366,0.635565227246393
"PELO",576.534904288064,0.645358180725305,0.395080208099629,1.63348648576839,0.102366720717165,0.636377278827862
"CASP8",3124.65047386216,-0.612122880836654,0.374699731165319,-1.63363576198186,0.102335354041409,0.636377278827862
"S1PR2",220.922521172995,0.901100860572201,0.551993164596016,1.63244930982376,0.102584868667798,0.637499739002269
"OSBPL6",577.648795986853,-1.41887818188856,0.869500032280661,-1.63183223601142,0.102714832418422,0.637606457900443
"H1F0",3078.71589196334,-0.545363420128312,0.334197767091769,-1.63185836001878,0.10270932770989,0.637606457900443
"ZNF724P",163.972641135501,-1.37827585633667,0.844553354478984,-1.63195829964698,0.10268827114179,0.637606457900443
"NR2F2",3905.98050587602,0.990929841823265,0.607433980285094,1.63133751812531,0.10281912098462,0.637749726294071
"CDK5RAP2",11874.4072338006,-0.386278079520644,0.236771339173348,-1.63143934932867,0.102797647667275,0.637749726294071
"TMEM117",944.240733608484,-0.65938129751587,0.404233868174449,-1.63118765998922,0.102850728310295,0.637749726294071
"ULK4P3",193.544695907346,1.27136814103571,0.779511328879783,1.63098096709224,0.102894335617534,0.637786928997721
"NCOA2",7039.86198649188,-0.618537993610263,0.379503909213777,-1.62985934688181,0.103131227376959,0.63780284428685
"SNORA43",2268.88801645442,0.869790951192193,0.533704946065815,1.62972248543661,0.103160162856231,0.63780284428685
"LOC80154",391.626228131564,-0.818388453668738,0.501907456995925,-1.63055647462792,0.102983939585386,0.63780284428685
"CDH2",288.115245667271,2.19820227644964,1.34868109419065,1.62989033205717,0.103124677334531,0.63780284428685
"HECA",459.205260539142,-0.736503775364028,0.451731337807563,-1.63040221858103,0.103016516081916,0.63780284428685
"GPR132",279.851836868691,0.76909265207972,0.471910217783621,1.62974358913407,0.10315570065577,0.63780284428685
"CINP",427.446144780724,0.547886935814635,0.336038655111672,1.63042830781644,0.103011005862328,0.63780284428685
"ITGA3",10874.5215012725,1.0018941885201,0.61493680776042,1.62926365095784,0.103257217520074,0.637811891271997
"DONSON",2346.39211524226,-0.448458712338728,0.275600268096693,-1.62720709756853,0.103693120837578,0.637811891271997
"SPATA13",957.352331587727,0.828143945817732,0.509114368817008,1.62663636412783,0.10381435134851,0.637811891271997
"CWH43",162.889825099293,-4.99706073704155,3.07172911425152,-1.62679082405324,0.103781531129108,0.637811891271997
"GALNS",2334.75386205505,-0.529157111587883,0.325072643689065,-1.62781188100844,0.103564780509709,0.637811891271997
"RPL4",28944.4471887356,0.742639556827777,0.456187676258256,1.62792551284826,0.10354068093609,0.637811891271997
"LOC101928100",39.9424280083997,-2.85675964868828,1.75655161702979,-1.62634540368297,0.103876198106802,0.637811891271997
"HILPDA",451.86021249945,-0.9766564466807,0.599384402271493,-1.62943253608111,0.103221485765253,0.637811891271997
"NANS",1688.42110524359,0.693387651260715,0.426264082485425,1.62666215557682,0.10380887051197,0.637811891271997
"RNF146",677.438237556207,0.440718303163325,0.270859963276941,1.62710759401792,0.103714248463343,0.637811891271997
"PODNL1",173.197193981569,1.21360298125135,0.745231973922362,1.62849022011739,0.103420981281108,0.637811891271997
"CUBN",491.051006677125,1.12180967068099,0.689241173602714,1.62760106860304,0.103609502401475,0.637811891271997
"HINFP",625.480071780887,-0.642733317658167,0.394736455928265,-1.62825933101798,0.103469908993536,0.637811891271997
"KPTN",339.634087646532,-0.728131808189905,0.44769820990685,-1.62638981366801,0.103866756396113,0.637811891271997
"GIGYF2",7506.27151847274,-0.435628039649393,0.267422483455997,-1.62898808663959,0.103315540965612,0.637811891271997
"FIBP",1761.82806556098,0.572144388797624,0.351256702706067,1.62884973977677,0.103344832081735,0.637811891271997
"NDC80",1949.94636781323,-0.380966113833423,0.233933839385388,-1.62852075969142,0.103414511016963,0.637811891271997
"INTS9",788.244540913522,-0.362701479274601,0.222993662078865,-1.62651025994778,0.103841152548703,0.637811891271997
"STAT2",12480.0300974836,-0.540944045802851,0.332448350190151,-1.62715214406522,0.103704788712376,0.637811891271997
"RELB",1059.19266981021,0.613766446770395,0.377440677775711,1.62612691983114,0.103922658432186,0.637866219454015
"FAM179B",2454.03276283839,-0.702746551579072,0.432270308893874,-1.62571089690919,0.104011170851244,0.637968004148314
"PTK2",9890.00774780756,0.388395797689628,0.238910565663177,1.62569535847653,0.104014477945049,0.637968004148314
"DRD4",406.463855843915,-0.953105757781599,0.586494172910184,-1.62508990166482,0.104143404294301,0.637989979344211
"TM2D3",375.375939170478,0.516864949631464,0.318273425790838,1.62396514364079,0.104383247907572,0.637989979344211
"POLDIP2",4292.15912510355,0.400267059892298,0.246504800942648,1.62376983475232,0.104424940279613,0.637989979344211
"SLC25A23",730.573925071931,-0.963462423899249,0.593173550882078,-1.62425047857669,0.104322361542098,0.637989979344211
"PCGF2",1412.57667958331,0.586753383640433,0.361044908646368,1.62515346315308,0.104129863510375,0.637989979344211
"SMIM6",20.4468531888696,2.23924356720578,1.3776480970063,1.6254104165438,0.104075137852257,0.637989979344211
"TDRD5",301.219027703339,4.97513236282113,3.06344355547539,1.62403265238196,0.104368839966387,0.637989979344211
"FAM131A",220.82114509657,0.585283452522388,0.36040458939197,1.62396226282747,0.104383862775521,0.637989979344211
"TRPC1",286.510705902428,1.3484251795296,0.830445378862183,1.62373735088648,0.104431875857039,0.637989979344211
"ZC3HAV1L",382.703678350311,0.698418447016209,0.430106047952066,1.62382847286548,0.104412421477516,0.637989979344211
"TIA1",3256.90688895313,-0.524717813282988,0.323098334969184,-1.62401893322364,0.104371767827126,0.637989979344211
"SNAPC1",603.170046194926,-0.549525470822222,0.338499348440624,-1.6234166279898,0.104500372520409,0.638175535436913
"PWP1",3189.56573948923,0.293583282183581,0.180862210462595,1.62324280695607,0.104537510315687,0.638175535436913
"NBR2",399.119016317432,-0.773417421287238,0.476615422453462,-1.62272848265366,0.104647459848597,0.638616866344857
"GINS1",765.668749341708,-0.568929913794443,0.350678570688335,-1.6223686342673,0.104724440917839,0.638856760261018
"SAFB",8265.49537427594,-0.485027382587215,0.299151391575076,-1.62134422986794,0.104943834264979,0.639653595559902
"MIA-RAB4B",54.2193707927819,3.57555771236067,2.2058097543088,1.62097284472345,0.105023462664301,0.639653595559902
"TCEA2",171.676939777022,0.886699463442864,0.547048615790555,1.62087872603694,0.105043650193663,0.639653595559902
"PRKCDBP",60.0514275009254,1.98874305315328,1.2264291661371,1.62157188369651,0.104895046882907,0.639653595559902
